order_id,order_date,customer_email,customer_name,shipping_address,product_name,category,quantity,unit_price,unit_cost,region,channel,status
10574,2024-01-31,nathan62@example.com,Timothy Sanford,"1207 Kevin Road, Reginaview, RI 42584",Webcam 1080p,Electronics,1,89.99,39.99,Northeast,mobile,completed
10575,2024-09-23,loganmartin@example.com,Shane Mcintyre,"822 Alexis Fork Apt. 611, Marshallchester, PR 70850",Monitor Stand,Office,4,49.99,24.99,Southwest,web,completed
10576,2024-02-13,mtaylor@example.net,John Lam,"859 Tim Summit Apt. 238, Port Sheri, IN 86904",Blue Light Glasses,Accessories,5,39.99,19.99,Southwest,mobile,completed
10577,2024-02-08,pauljennifer@example.com,Ashley Perez,"7988 Wolf Curve Suite 652, Lake Rebeccafurt, SC 06794",Sticky Notes Bulk,Office,3,18.99,9.99,Northeast,email_campaign,completed
10578,2024-05-01,tiffanysmith@example.net,Robert Martin,"5396 Haney Motorway Suite 871, Dianahaven, MA 44705",Sticky Notes Bulk,Office,4,18.99,9.99,Midwest,email_campaign,completed
10579,2024-06-16,jonathanroman@example.com,Joyce Davis,"56082 Jeremy Mount Apt. 184, Port Michael, NV 57669",Cable Management Kit,Office,2,24.99,12.99,Southeast,mobile,completed
10580,2024-03-10,burchteresa@example.org,Todd Lutz,"35892 Lauren Lake, Lake Stacey, NC 22357",Laptop Sleeve 15in,Accessories,4,29.99,14.99,Midwest,web,completed
10581,2024-06-09,erik29@example.org,Nicole Hernandez,"USCGC Garrison, FPO AA 06912",Sticky Notes Bulk,Office,1,18.99,9.99,Northeast,web,completed
10582,2024-08-25,hphillips@example.com,Julie Taylor,"USS Jones, FPO AP 73345",Blue Light Glasses,Accessories,1,39.99,19.99,Northeast,web,completed
10583,2024-06-04,jason99@example.org,Jason Thomas,"2669 John Keys, East Tabithaview, DC 53118",Standing Desk Mat,Office,3,59.99,29.99,West,web,completed
10584,2024-05-07,barberbrenda@example.net,Jeremy Chambers,"184 Kelsey Rapid, Hallmouth, ME 16867",Pen Set Premium,Office,1,28.99,14.99,Northeast,web,completed
10585,2024-03-30,whernandez@example.net,Dillon Travis,"76927 Walker Cove Apt. 995, Port Melissa, NM 92460",Phone Stand,Accessories,1,19.99,9.99,Southeast,email_campaign,completed
10586,2024-05-07,ofisher@example.org,Diana Ramsey,"856 Bird Corner Apt. 173, Walkerchester, TN 35333",Wireless Headphones,Electronics,2,149.99,79.99,West,mobile,completed
10587,2024-04-23,osbornmargaret@example.com,Sara Bennett,"91919 David Track Apt. 599, Ochoaton, MI 85316",Webcam 1080p,Electronics,1,89.99,39.99,Midwest,web,completed
10588,2024-11-26,kphelps@example.net,James Trujillo,"039 Andrew Isle Apt. 460, Atkinsonview, MI 90024",Monitor Stand,Office,2,49.99,24.99,Northeast,web,completed
10589,2024-02-03,michael34@example.com,Erika Lyons,"88565 Megan Walks, West Michaelside, WA 30329",USB-C Hub,Electronics,1,59.99,29.99,Midwest,web,completed
10590,2024-06-18,maria11@example.net,Marc Fowler,"7557 Fischer Extension, Allenborough, OR 41202",Desk Lamp LED,Office,1,44.99,19.99,West,web,completed
10591,2024-10-20,katherine82@example.com,Angela Davis,"2585 Anderson Lights Apt. 499, West Yvonnemouth, GU 05845",Webcam 1080p,Electronics,1,89.99,39.99,Northeast,web,completed
10592,2024-12-15,amycontreras@example.com,Danny Neal,"3204 Tamara Walks, Masseychester, OH 72751",Blue Light Glasses,Accessories,1,39.99,19.99,West,mobile,completed
10593,2024-08-16,robertabbott@example.net,Kenneth Barrera,"546 Diaz Freeway Suite 851, West Michelle, UT 32862",Blue Light Glasses,Accessories,1,39.99,19.99,Northeast,web,completed
10594,2024-05-31,colinlowery@example.net,Kimberly Garcia,"583 Adams Villages, South Christinefort, OR 57672",Monitor Stand,Office,1,49.99,24.99,Northeast,mobile,returned
10595,2024-05-23,bentongeorge@example.net,Matthew Huang,"51494 Jennifer Overpass, Padillaberg, MO 28708",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,Midwest,mobile,returned
10596,2024-09-26,scollins@example.net,David Lindsey,"89509 Jennifer Knolls Apt. 191, Crossborough, IA 79344",Screen Cleaner Kit,Accessories,3,12.99,7.99,Northeast,email_campaign,completed
10597,2024-07-02,maryjohnson@example.com,Evelyn Davis,"6725 Cody Knoll Apt. 647, East Jorgeborough, IN 46533",Notebook 200pg,Office,5,14.99,7.99,Southwest,web,returned
10598,2024-09-14,morgankaren@example.net,Shawn Brown,"20800 Cruz Burgs Suite 123, Whiteborough, MI 13210",Noise Cancelling Earbuds,Electronics,3,119.99,59.99,Midwest,web,completed
10599,2024-04-22,carolberry@example.com,Sheryl Thompson,"90814 Rodriguez Springs Apt. 982, South Jamesberg, RI 44724",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Southeast,web,completed
10600,2024-08-29,jmcfarland@example.com,Terry Barnett,"2373 Williams Circle, Cochranshire, CT 68637",Wireless Headphones,Electronics,3,149.99,79.99,West,web,completed
10601,2024-02-21,alvaradoluke@example.net,Michaela Boyd,"5273 Raymond Meadow, Grahamland, NM 03624",Smart Plug 4-pack,Electronics,5,44.99,24.99,Southeast,web,returned
10602,2024-01-29,jgarcia@example.com,Elizabeth Gay,"031 Mcclain Summit, Lake Lee, AR 70531",Notebook 200pg,Office,3,14.99,7.99,Southwest,mobile,completed
10603,2024-03-29,williamskevin@example.org,Joshua Colon,"882 Maldonado Cape Apt. 172, Lake Luke, VT 27188",Notebook 200pg,Office,4,14.99,7.99,Midwest,web,completed
10604,2024-10-29,oclark@example.net,Thomas Harris,"35263 Lowery Locks Apt. 229, New Elizabeth, FM 55923",Ergonomic Mouse,Electronics,2,69.99,34.99,Southeast,email_campaign,completed
10605,2024-10-15,jamie46@example.net,Rodney Bennett,"4906 Heather Mission, Lake Hannah, CA 84072",Wireless Headphones,Electronics,2,149.99,79.99,Southwest,mobile,completed
10606,2024-09-08,wilsonrachel@example.com,Joshua Jackson,"8449 Rodriguez Crest Suite 318, Gonzalezhaven, AZ 61968",Desk Lamp LED,Office,1,44.99,19.99,West,mobile,completed
10607,2024-09-26,orodriguez@example.org,Cathy Farmer,"9572 Harper Canyon, Port Jason, MD 06236",Mechanical Keyboard,Electronics,1,129.99,49.99,Northeast,mobile,completed
10608,2024-06-23,frymatthew@example.com,Hayley Gonzalez,"2481 Jack Fields Suite 707, Port Johnhaven, LA 73488",Noise Cancelling Earbuds,Electronics,3,119.99,59.99,Northeast,web,returned
10609,2024-10-27,douglasbrandt@example.org,Austin Holmes,"550 Rachel Spur, North Patrick, OK 08157",Ergonomic Mouse,Electronics,1,69.99,34.99,West,web,completed
10610,2024-07-10,hmack@example.org,Amanda Gardner,"649 Cole Summit Apt. 794, Tinamouth, NJ 20573",Monitor Stand,Office,4,49.99,24.99,West,web,returned
10611,2024-03-21,xherrera@example.org,Mark Thompson,"Unit 4250 Box 6420, DPO AA 54289",Screen Cleaner Kit,Accessories,1,12.99,7.99,Midwest,web,completed
10612,2024-12-28,vanessamartinez@example.net,Tom Fisher,"6755 Ortega Dale Apt. 333, Port Jessica, WY 81618",Blue Light Glasses,Accessories,1,39.99,19.99,West,email_campaign,completed
10613,2024-10-28,rachel86@example.com,Cindy Thomas,"9603 Matthew Estate Suite 862, Johnsonborough, MS 74870",Whiteboard 24x36,Office,1,69.99,34.99,Southwest,web,returned
10614,2024-03-31,joshuareese@example.net,Margaret Andrews,"5732 Stewart Track, Lake Coltonland, CO 03314",Ergonomic Mouse,Electronics,1,69.99,34.99,Southeast,email_campaign,cancelled
10615,2024-10-17,moramolly@example.com,Emily Winters,"41595 Alvarez Squares, West Kevin, AS 74148",Wireless Headphones,Electronics,3,149.99,79.99,West,mobile,returned
10616,2024-10-16,rachelhernandez@example.com,Thomas Ortiz,"431 Regina Court Apt. 267, Woodstown, OR 90694",Mechanical Keyboard,Electronics,1,129.99,49.99,Northeast,mobile,completed
10617,2024-05-01,sarah99@example.org,Alejandro Vasquez,"1512 Claire Springs Suite 213, Kellyland, MI 79512",Webcam 1080p,Electronics,2,89.99,39.99,West,web,completed
10618,2024-02-15,lsmith@example.com,Holly King DDS,"Unit 0752 Box 0344, DPO AA 57248",Phone Stand,Accessories,3,19.99,9.99,West,email_campaign,completed
10619,2024-02-04,billy71@example.com,Bianca Good,"6376 Johnson Spring, Heidimouth, MN 67686",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Midwest,web,completed
10620,2024-07-16,vrussell@example.org,Michelle Tran,"71581 Lisa Valley Apt. 312, Calvinshire, AS 31557",Phone Stand,Accessories,1,19.99,9.99,Southeast,email_campaign,completed
10621,2024-07-12,shieldsalec@example.org,Glenda Stout,"519 Brian Dam Apt. 121, North Ryanbury, IL 07054",Portable Charger,Electronics,1,59.99,29.99,Southwest,mobile,completed
10622,2024-10-22,hughescolleen@example.org,Craig Travis,"4907 William Common, East Jose, FM 71541",Phone Stand,Accessories,2,19.99,9.99,Midwest,mobile,completed
10623,2024-06-12,hollywarner@example.org,Samuel Avila,"949 Hunter Heights Apt. 645, New Adrian, FM 90092",Notebook 200pg,Office,1,14.99,7.99,Northeast,web,completed
10624,2024-07-11,juan21@example.org,Gregory Quinn,"70159 Wolfe Rest Apt. 945, Howardfort, MN 65997",Standing Desk Mat,Office,1,59.99,29.99,West,web,completed
10625,2024-11-10,kathryn58@example.net,Kevin Williams,"5677 Hernandez Street Suite 602, Patrickberg, MO 48435",Ergonomic Mouse,Electronics,1,69.99,34.99,Southwest,web,returned
10626,2024-08-10,hamiltonlisa@example.org,Tracy Robinson,"45307 Moore Village Suite 337, Reynoldsburgh, NM 87767",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,Southwest,email_campaign,completed
10627,2024-07-28,gomezdaniel@example.com,Lisa Thomas,"67042 Mccoy Spur Suite 919, New Julian, VA 49437",Ergonomic Mouse,Electronics,5,69.99,34.99,Northeast,web,completed
10628,2024-05-24,mikewaller@example.org,Jacob Sanchez,"USNS Kent, FPO AA 83583",Whiteboard 24x36,Office,1,69.99,34.99,Southwest,mobile,cancelled
10629,2024-09-08,jbuchanan@example.com,Erin Lee,"939 Lisa Gateway Suite 970, Williamville, MS 98830",Cable Management Kit,Office,2,24.99,12.99,Southeast,mobile,completed
10630,2024-12-04,cindymiller@example.com,Steven Valentine,"6342 Abbott Circle, Wrighttown, MD 47184",Monitor Stand,Office,1,49.99,24.99,Northeast,mobile,completed
10631,2024-11-22,yhoffman@example.com,Kari Edwards,"399 Kenneth Circle, New Lauren, LA 33036",Pen Set Premium,Office,1,28.99,14.99,Midwest,web,completed
10632,2024-07-22,ahenderson@example.com,Charles Johnson,"57276 Brittney Trace Suite 147, Jamesmouth, LA 21852",Cable Management Kit,Office,1,24.99,12.99,West,web,completed
10633,2024-10-05,marcussmith@example.org,Kristen Wood,"065 Thompson Ridge Apt. 459, New Brianberg, NM 08873",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,Midwest,web,cancelled
10634,2024-01-23,taylorcurtis@example.org,Cynthia Fischer,"Unit 5165 Box 1768, DPO AE 69271",Screen Cleaner Kit,Accessories,1,12.99,7.99,Northeast,web,completed
10635,2024-10-15,zmay@example.net,Rodney Olsen,"3308 Brian Ville, South Bobby, IN 99922",Standing Desk Mat,Office,3,59.99,29.99,Midwest,web,completed
10636,2024-12-08,stephaniebest@example.org,Erica Avila,"470 Pierce Canyon, New Barry, IN 76881",Mechanical Keyboard,Electronics,1,129.99,49.99,Northeast,email_campaign,cancelled
10637,2024-02-01,ssmith@example.org,Isabel Roach,"80944 Dixon Estate, Port Cathy, MA 26161",Phone Stand,Accessories,1,19.99,9.99,West,mobile,completed
10638,2024-08-31,rachael61@example.net,Allen Morrison,"21061 James Port Suite 394, Stevenbury, OK 33574",Screen Cleaner Kit,Accessories,2,12.99,7.99,West,mobile,completed
10639,2024-01-18,williamcollins@example.org,Shannon Clark,"USCGC Cortez, FPO AA 51717",Sticky Notes Bulk,Office,1,18.99,9.99,West,web,completed
10640,2024-11-13,samanthacastillo@example.net,William Mathews,"09004 Kevin Light, North Brian, IL 85143",Smart Plug 4-pack,Electronics,2,44.99,24.99,Midwest,mobile,returned
10641,2024-03-26,tashaharmon@example.com,Jason Johnson,"2473 Samantha Summit, South Gregville, CO 95503",Monitor Stand,Office,4,49.99,24.99,Northeast,web,completed
10642,2024-12-15,spencertanner@example.net,Debra Warner,"16600 Reynolds Mountain, Thompsontown, OK 06272",Desk Lamp LED,Office,1,44.99,19.99,West,web,completed
10643,2024-05-12,chungnancy@example.net,John Pham,"37009 Hansen Squares Suite 304, Christopherstad, NH 62429",Blue Light Glasses,Accessories,3,39.99,19.99,Northeast,web,cancelled
10644,2024-07-22,nathanielwinters@example.net,Brianna Moss,"657 Saunders Drive, Lowechester, MN 57086",Laptop Sleeve 15in,Accessories,1,29.99,14.99,West,web,completed
10645,2024-01-07,guzmannicole@example.com,Maria Hayes,"58295 Melissa Ports, Port Laura, GU 91362",Whiteboard 24x36,Office,1,69.99,34.99,Southeast,mobile,completed
10646,2024-03-16,amiller@example.org,Kimberly Stone DDS,"357 Mark Villages, Amyfurt, NC 86601",Pen Set Premium,Office,1,28.99,14.99,Midwest,web,completed
10647,2024-02-21,wrobinson@example.net,Paul Rodriguez,"30817 Ruth Square Suite 364, New Danielle, GU 25536",Sticky Notes Bulk,Office,2,18.99,9.99,Midwest,web,completed
10648,2024-12-01,smithkenneth@example.org,Ricardo Jones,"5609 Cooper Landing, West Roy, OR 63211",Cable Management Kit,Office,1,24.99,12.99,West,mobile,completed
10649,2024-07-25,sheltontiffany@example.com,Andre Haynes,"169 Avery Spur Suite 060, Blakeland, NJ 33551",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,Midwest,web,completed
10650,2024-07-21,millerjennifer@example.net,Anna James,"54873 Davis Spur Apt. 908, Jonesburgh, NH 36511",Monitor Stand,Office,1,49.99,24.99,Southwest,email_campaign,cancelled
10651,2024-05-17,isolis@example.net,Dawn Wilson,"4204 Simmons Spur, Port Chase, NJ 64234",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Southwest,email_campaign,completed
10652,2024-09-08,adamparsons@example.net,Patricia Williams,"973 Stokes Crescent Apt. 222, South Tylerchester, AK 93353",Phone Stand,Accessories,1,19.99,9.99,Northeast,web,completed
10653,2024-08-14,cynthia16@example.com,Jeffrey Miles,"5768 Rebecca Wells, North Andrew, CO 75267",Webcam 1080p,Electronics,1,89.99,39.99,West,web,completed
10654,2024-04-06,elizabethgriffin@example.net,Dennis Jones,"618 Jesse Drive, Deanfurt, AL 49241",Laptop Sleeve 15in,Accessories,2,29.99,14.99,Southeast,mobile,completed
10655,2024-09-21,dixonalexander@example.net,Lauren Smith,"3733 Mendoza Forest, East Paulside, PR 09796",Portable Charger,Electronics,1,59.99,29.99,Northeast,email_campaign,completed
10656,2024-12-29,elizabethhodge@example.org,Andrea Palmer,"Unit 9236 Box 5346, DPO AE 99115",Phone Stand,Accessories,1,19.99,9.99,West,web,returned
10657,2024-04-08,uwilliams@example.com,Michael Galvan,"279 Lucas Throughway, East Carol, LA 65661",Smart Plug 4-pack,Electronics,1,44.99,24.99,Midwest,mobile,returned
10658,2024-07-03,reynoldsanthony@example.org,Michele Waters,"4647 Turner Plain, Samanthafort, NY 64436",Desk Lamp LED,Office,1,44.99,19.99,West,web,completed
10659,2024-03-04,stodd@example.net,Tammy Jacobs,"5175 John Grove, Nancyhaven, IN 41533",Desk Lamp LED,Office,1,44.99,19.99,Southeast,mobile,completed
10660,2024-08-30,rebecca93@example.com,Cheryl Rogers,"9639 Leah Spurs Suite 358, Jamesmouth, OR 68673",Wireless Headphones,Electronics,1,149.99,79.99,Southeast,mobile,completed
10661,2024-05-12,davidsharp@example.com,Christine Tyler,"753 Washington Groves, Medinaberg, KS 79928",Sticky Notes Bulk,Office,3,18.99,9.99,Midwest,web,completed
10662,2024-10-19,kingtammy@example.net,Mrs. Chelsea Villa,"PSC 7894, Box 8963, APO AA 07184",USB-C Hub,Electronics,1,59.99,29.99,Southeast,web,completed
10663,2024-05-17,ffuller@example.net,Jeffrey Edwards,"0014 Amy Grove, Port Cody, WA 90511",Desk Lamp LED,Office,2,44.99,19.99,West,web,cancelled
10664,2024-03-08,qharris@example.net,Brian Davila,"3339 Reilly Knoll Apt. 208, Kathrynburgh, AS 50737",Blue Light Glasses,Accessories,1,39.99,19.99,Midwest,web,cancelled
10665,2024-06-05,ambersmith@example.org,Patrick Irwin,"13633 Lynch Extensions Apt. 410, Lake Kyle, OR 79107",Ergonomic Mouse,Electronics,1,69.99,34.99,Southwest,web,completed
10666,2024-04-21,ogriffin@example.org,Jennifer Wallace,"608 Harris Spring Suite 685, Andrewhaven, RI 51343",Standing Desk Mat,Office,1,59.99,29.99,Midwest,web,completed
10667,2024-02-22,xobrien@example.org,Lindsay Hale,"35564 Jennifer Fort Suite 970, Lake Heidi, NV 93964",Portable Charger,Electronics,1,59.99,29.99,Southeast,mobile,returned
10668,2024-10-31,pricemichael@example.com,Jeffrey Griffin,"5345 Mendoza Extension Apt. 989, Port Barry, MS 48286",Wireless Headphones,Electronics,2,149.99,79.99,Midwest,web,cancelled
10669,2024-06-21,hodgeschristopher@example.org,Michael Williams,"2426 Pitts Ferry Apt. 642, East Monicaton, OK 86303",Pen Set Premium,Office,1,28.99,14.99,Southeast,web,cancelled
10670,2024-11-29,keithharrison@example.com,Cynthia Morton,"14281 Tran Land, East Amanda, HI 32698",Standing Desk Mat,Office,2,59.99,29.99,Southwest,web,completed
10671,2024-11-03,nguyengeorge@example.com,Alicia Wagner,"07223 Berry Harbors, Sanchezburgh, VT 14902",Cable Management Kit,Office,3,24.99,12.99,Northeast,web,returned
10672,2024-12-01,fernandoobrien@example.org,James Smith,"688 Oneal Mountain Suite 996, Alexandrachester, GA 66450",Screen Cleaner Kit,Accessories,2,12.99,7.99,Southwest,web,cancelled
10673,2024-01-19,cmartinez@example.org,Zachary Wilkinson,"6450 Freeman Terrace Apt. 362, Grimesberg, SD 40081",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,West,mobile,completed
10674,2024-04-23,bsanchez@example.org,Dawn Ross,"72603 Penny Courts Suite 505, Blankenshipchester, CA 78913",Sticky Notes Bulk,Office,1,18.99,9.99,Southwest,web,returned
10675,2024-06-02,michael88@example.com,William Boone,"48201 Julie Points Suite 008, Lake Adriana, AK 59268",Whiteboard 24x36,Office,1,69.99,34.99,Southwest,email_campaign,completed
10676,2024-08-29,ncook@example.com,Gabriel Richardson,"7680 Yolanda Drives, Riveramouth, VA 95206",Ergonomic Mouse,Electronics,1,69.99,34.99,West,web,returned
10677,2024-04-03,douglas31@example.net,James Williams,"69362 Payne Glens, North Vickie, GA 05411",Monitor Stand,Office,2,49.99,24.99,Southwest,mobile,cancelled
10678,2024-06-06,jessica13@example.com,Carol Chambers,"9574 Welch Islands Apt. 984, East Lisa, NE 63860",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Southwest,web,completed
10679,2024-05-30,mark84@example.com,Wendy Williams,"28333 Stein Courts Suite 666, Kerrybury, GA 82166",Blue Light Glasses,Accessories,1,39.99,19.99,West,web,completed
10680,2024-10-25,qfry@example.org,Tammy Brown,"67055 Kyle Oval Suite 693, Jordanbury, LA 32382",Portable Charger,Electronics,3,59.99,29.99,West,web,completed
10681,2024-09-13,matthewharper@example.net,Bradley Miller,"86712 Aaron Fall, East Kellystad, TX 90372",Sticky Notes Bulk,Office,3,18.99,9.99,West,mobile,completed
10682,2024-01-28,elizabeth10@example.org,Erin Williams,"032 Holloway Overpass, West Brittneyhaven, CA 80813",Webcam 1080p,Electronics,1,89.99,39.99,West,mobile,completed
10683,2024-10-18,dillon79@example.com,Ricardo Robertson,"406 Ortega Square, Patrickstad, NY 40661",Monitor Stand,Office,1,49.99,24.99,Northeast,web,completed
10684,2024-09-06,desiree66@example.org,Sarah Wade,"20109 Dylan Mission Apt. 214, Gwendolynshire, IA 94694",Portable Charger,Electronics,2,59.99,29.99,Northeast,web,cancelled
10685,2024-01-03,hgraham@example.net,Megan Daniel,"0526 Michael Causeway, Port Melissaview, MS 24954",Laptop Sleeve 15in,Accessories,2,29.99,14.99,Southwest,web,completed
10686,2024-09-07,zford@example.net,Joanna Cabrera,"592 Misty Expressway Suite 617, Eddieberg, IA 67712",Portable Charger,Electronics,2,59.99,29.99,Southeast,mobile,completed
10687,2024-08-07,mkrueger@example.net,Andrew Smith,"550 Timothy Views Apt. 325, Alyssahaven, OR 80777",USB-C Hub,Electronics,1,59.99,29.99,Northeast,email_campaign,completed
10688,2024-07-10,ryandodson@example.org,Nathan Payne,"45069 Thomas Wells Suite 799, West Mary, IN 59387",Noise Cancelling Earbuds,Electronics,1,119.99,59.99,Southeast,mobile,completed
10689,2024-01-03,kevin03@example.net,Dawn Baker,"73606 Susan Unions, Amandaside, MT 02643",Wireless Headphones,Electronics,1,149.99,79.99,West,web,returned
10690,2024-07-15,kayla07@example.net,Matthew Roberts,"8528 Alexis Meadow, West Deborahfort, AK 13537",Notebook 200pg,Office,1,14.99,7.99,Southeast,web,completed
10691,2024-06-01,sarahsimon@example.org,Megan Perry,"PSC 3251, Box 4488, APO AP 09491",Smart Plug 4-pack,Electronics,3,44.99,24.99,Midwest,web,completed
10692,2024-08-10,mcgrathmorgan@example.org,Andrea Townsend,"17518 Dixon Orchard Suite 151, Gregoryborough, ND 33305",Cable Management Kit,Office,1,24.99,12.99,Midwest,mobile,returned
10693,2024-03-25,bartlettchristine@example.org,Carla Peterson DDS,"5056 Garcia Passage, Lewisborough, RI 84057",Monitor Stand,Office,2,49.99,24.99,Southeast,web,completed
10694,2024-04-18,vayala@example.net,Willie Perez,"765 Gonzalez Canyon Apt. 730, Andrestad, SD 44898",Screen Cleaner Kit,Accessories,5,12.99,7.99,Northeast,email_campaign,completed
10695,2024-11-29,abrady@example.com,Angela Cameron,"277 Wilson Valleys, Port Marymouth, IA 41403",Wireless Headphones,Electronics,1,149.99,79.99,Midwest,web,completed
10696,2024-11-15,gcarter@example.org,Mary Murillo,"45618 Jones Inlet Suite 600, Markland, VI 18513",Mechanical Keyboard,Electronics,2,129.99,49.99,Southeast,web,cancelled
10697,2024-01-11,coxcody@example.com,Emily Martinez,"04488 Lisa Plaza, Rebeccaport, CT 53408",Mechanical Keyboard,Electronics,1,129.99,49.99,Midwest,email_campaign,completed
10698,2024-10-07,collinsnatalie@example.org,Debra Williams,"70756 Joseph Ramp, North Matthew, HI 85499",Mechanical Keyboard,Electronics,1,129.99,49.99,Southwest,mobile,completed
10699,2024-11-18,mccoyandre@example.org,Beth Rojas,"0849 Travis Freeway, South Jasonfurt, ID 69678",Standing Desk Mat,Office,2,59.99,29.99,Midwest,web,completed
10700,2024-05-18,max69@example.com,Donna Wright,"649 Smith Crescent, Garzaview, UT 17303",Wireless Headphones,Electronics,2,149.99,79.99,Southeast,web,cancelled
10701,2024-02-23,lisacarpenter@example.net,Michael Hall,"162 Joshua Creek, Lake Jasonville, MP 91756",Pen Set Premium,Office,3,28.99,14.99,Southwest,mobile,completed
10702,2024-02-24,gutierrezmatthew@example.com,Nathaniel Floyd,"6847 Michaela Drive Apt. 653, South Tracy, KY 57838",Smart Plug 4-pack,Electronics,1,44.99,24.99,Southwest,web,completed
10703,2024-04-13,kingryan@example.org,Stephen Brown,"61424 Thompson Trafficway Apt. 781, Baileybury, NV 26836",Noise Cancelling Earbuds,Electronics,3,119.99,59.99,Northeast,web,completed
10704,2024-09-11,mary64@example.org,Mr. Casey Norman,"88214 Boyd Spurs Apt. 484, Smithshire, FM 14541",Phone Stand,Accessories,1,19.99,9.99,Southwest,web,completed
10705,2024-01-07,rachelking@example.org,Mary Hawkins,"780 Susan Islands, Bradleytown, NJ 25852",Desk Lamp LED,Office,1,44.99,19.99,Southwest,web,completed
10706,2024-02-16,danieltorres@example.com,Robert Willis,"67933 Williams Junction Suite 738, Trevorchester, OH 02654",USB-C Hub,Electronics,1,59.99,29.99,West,email_campaign,returned
10707,2024-11-25,garciapaula@example.org,Andrew Mcdonald,"87233 Nathan Camp, Alexandershire, MT 16266",Smart Plug 4-pack,Electronics,3,44.99,24.99,Northeast,web,cancelled
10708,2024-02-21,dawn73@example.org,David Wilson,"74820 Montoya Forge, Clayville, CO 66522",Notebook 200pg,Office,1,14.99,7.99,Midwest,web,completed
10709,2024-06-09,sandyramirez@example.com,Taylor Mullins,"19043 Lynn Fort, Lake Harryborough, ID 17884",Ergonomic Mouse,Electronics,3,69.99,34.99,West,web,completed
10710,2024-03-11,steven73@example.net,Bruce Barr,"621 Thomas Avenue Apt. 508, Lake Megan, MT 14725",Blue Light Glasses,Accessories,1,39.99,19.99,Southwest,web,completed
10711,2024-02-17,duranjason@example.org,Jeffrey Lyons,"2989 Stephanie Manors Apt. 974, Jorgeborough, VA 03126",Ergonomic Mouse,Electronics,1,69.99,34.99,Southeast,mobile,completed
10712,2024-08-21,richardbennett@example.net,Brandon Perkins,"38187 Blankenship Prairie, North April, ND 30883",Phone Stand,Accessories,1,19.99,9.99,West,web,completed
10713,2024-11-28,johnwilliams@example.net,Angela Ryan,"4582 Bradley Overpass, East Leah, IN 92090",Standing Desk Mat,Office,2,59.99,29.99,West,mobile,cancelled
10714,2024-03-22,holmescolleen@example.org,Mark Miller,"45000 Kimberly Spurs Apt. 015, Port Judy, SC 77288",Ergonomic Mouse,Electronics,1,69.99,34.99,Northeast,email_campaign,cancelled
10715,2024-12-13,millerjames@example.org,Steven Holland,"255 Chambers Underpass, Karenview, GA 11647",Webcam 1080p,Electronics,3,89.99,39.99,Midwest,mobile,returned
10716,2024-12-16,carolineray@example.com,Joseph Tate,"905 Harrison Parkways Suite 700, North Ebonybury, MS 45766",Portable Charger,Electronics,2,59.99,29.99,Northeast,web,completed
10717,2024-08-13,christopher84@example.net,James Martinez,"355 Michael View Apt. 960, Lake Terrychester, IL 32009",Monitor Stand,Office,3,49.99,24.99,Midwest,web,completed
10718,2024-12-13,nguzman@example.net,Henry Lutz,"10401 King Pines, New Rosetown, KS 82496",Mechanical Keyboard,Electronics,1,129.99,49.99,Northeast,web,cancelled
10719,2024-12-08,suzanne28@example.com,Dr. Jose Gray DDS,"4321 Heather River, Jessicahaven, OK 85066",Smart Plug 4-pack,Electronics,2,44.99,24.99,West,email_campaign,returned
10720,2024-08-09,rickey20@example.org,Nicole Anderson,"14417 Lynn Highway Suite 255, Michelleton, HI 53359",Laptop Sleeve 15in,Accessories,2,29.99,14.99,Midwest,email_campaign,cancelled
10721,2024-03-17,jenniferwood@example.net,Elizabeth Chung,"PSC 0176, Box 4644, APO AP 75960",Notebook 200pg,Office,2,14.99,7.99,Midwest,email_campaign,cancelled
10722,2024-03-21,ingramjessica@example.com,Michael Stone,"2790 Johnson Spur Apt. 433, East Tara, GU 47039",Whiteboard 24x36,Office,1,69.99,34.99,West,web,returned
10723,2024-09-08,mariascott@example.com,Barbara Chandler,"19787 Amy Rest, East Brittney, SC 89470",Smart Plug 4-pack,Electronics,1,44.99,24.99,West,web,completed
10724,2024-10-08,travistaylor@example.net,Darius Khan,"98756 Steven Parkway, Maxwellhaven, MH 01599",Laptop Sleeve 15in,Accessories,1,29.99,14.99,Southeast,web,completed
10725,2024-10-20,buckjason@example.org,Alyssa Rodriguez PhD,"803 Cook Route, Bakerport, GU 78629",Screen Cleaner Kit,Accessories,1,12.99,7.99,Midwest,web,completed
10726,2024-09-11,hornerebecca@example.org,Melanie Myers,"01491 Monica Route Suite 184, East Randy, NJ 45452",Portable Charger,Electronics,1,59.99,29.99,Northeast,mobile,completed
10727,2024-01-01,williskatherine@example.com,Robert Moore,"37455 Jones Glens, Lake Julieport, DC 68616",Wireless Headphones,Electronics,2,149.99,79.99,Northeast,web,completed
